serial,s1gender,ethsfr,famsec,s1pared,s1expel,s1truan,s1weight,s1peta2,gcsepts,graddsci,satdsci,gradfren,satfren,gradit,satit,gradphys,satphys,gradchem,satchem,gradbiol,satbiol,gradmath,satmath,gradeng,sateng,pcschtype
22160.0,Female,Pakistani,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,58.5,Fail,No,B,Yes,,No,B,Yes,C,Yes,B,Yes,B,Yes,B,Yes,Independent
22178.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,49.5,Fail,No,C,Yes,,No,C,Yes,C,Yes,C,Yes,C,Yes,B,Yes,Independent
22186.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,64.5,Fail,No,A*,Yes,,No,B,Yes,A,Yes,B,Yes,A,Yes,A,Yes,Independent
22202.0,Male,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,55.0,B,Yes,C,Yes,B,Yes,,No,,No,,No,B,Yes,C,Yes,Independent
22210.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,56.5,B,Yes,C,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
22236.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,64.0,A,Yes,A*,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
22244.0,Female,Other ethnic group(inc mixed),Semi routine and routine occupations,Neither parent with A-level,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,66.0,Fail,No,,No,,No,,No,B,Yes,B,Yes,B,Yes,A,Yes,Independent
22293.0,Male,Pakistani,Intermediate occupations,Neither parent with A-level,Suspended,No truancy,1.0975123081624334,5+ A*-C,33.0,C,Yes,,No,,No,,No,,No,,No,C,Yes,C,Yes,Independent
22319.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,70.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Independent
22335.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,52.0,C,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
22343.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,55.0,A,Yes,D,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Independent
22368.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,49.0,Fail,No,C,Yes,,No,C,Yes,B,Yes,B,Yes,B,Yes,C,Yes,Independent
22376.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,61.0,A,Yes,A,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Independent
22418.0,Male,Black,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,61.0,B,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
22426.0,Male,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,Occasional truancy,0.5518466890003333,5+ A*-C,49.0,C,Yes,B,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Independent
22434.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,65.0,Fail,No,A*,Yes,,No,B,Yes,A,Yes,A,Yes,A,Yes,A,Yes,Independent
22442.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,74.0,B,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Independent
22459.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,61.0,A,Yes,B,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
22467.0,Male,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,64.0,A,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Independent
22491.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Suspended,No truancy,2.2260242776145045,5+ D-G,18.0,Fail,No,,No,,No,,No,,No,,No,E,Yes,D,Yes,Independent
22509.0,Female,White,Semi routine and routine occupations,At least one parent with degree,Not excluded,Occasional truancy,0.9432999358681683,5+ A*-C,48.5,Fail,No,D,Yes,,No,,No,,No,,No,D,Yes,A,Yes,Independent
22525.0,Male,Pakistani,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,1.0975123081624334,5+ A*-C,30.0,Fail,No,,No,,No,,No,,No,,No,C,Yes,B,Yes,Independent
22533.0,Female,White,Other,Neither parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,56.0,B,Yes,,No,,No,,No,,No,,No,A,Yes,B,Yes,Independent
22541.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,69.0,Fail,No,A*,Yes,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A,Yes,Independent
22558.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,58.0,B,Yes,A,Yes,,No,,No,,No,,No,C,Yes,A,Yes,Independent
22566.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,57.0,A,Yes,B,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Independent
22608.0,Male,White,Lower supervisory occupations,Neither parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,55.0,Fail,No,B,Yes,,No,A,Yes,B,Yes,B,Yes,B,Yes,B,Yes,Independent
22616.0,Male,White,Other,Neither parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,57.0,B,Yes,B,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Independent
22640.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,2.375138960073481,5+ D-G,26.0,Fail,No,,No,,No,,No,,No,,No,F,Yes,D,Yes,Independent
22657.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,63.5,A,Yes,B,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Independent
22665.0,Male,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,1.0975123081624334,5+ A*-C,50.0,C,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Independent
22707.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,74.0,A*,Yes,,No,,No,,No,,No,,No,A*,Yes,A,Yes,Independent
22723.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,1.0975123081624334,5+ A*-C,51.0,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Independent
22731.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,1.0975123081624334,5+ A*-C,45.5,C,Yes,,No,,No,,No,,No,,No,B,Yes,D,Yes,Independent
22756.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.5518466890003333,5+ A*-C,58.0,B,Yes,C,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Independent
22780.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,Occasional truancy,2.375138960073481,5+ D-G,18.0,F,Yes,,No,,No,,No,,No,,No,F,Yes,E,Yes,Independent
22798.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,62.0,A,Yes,A,Yes,A,Yes,,No,,No,,No,B,Yes,A,Yes,Independent
22806.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,79.0,Fail,No,A*,Yes,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A*,Yes,Independent
22814.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,51.0,Fail,No,A,Yes,,No,D,Yes,,No,,No,C,Yes,B,Yes,Independent
22822.0,Female,Other ethnic group(inc mixed),Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,56.0,Fail,No,A,Yes,,No,,No,C,Yes,B,Yes,B,Yes,A,Yes,Independent
22830.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,74.0,Fail,No,A,Yes,,No,,No,A*,Yes,A*,Yes,A,Yes,A,Yes,Independent
22863.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,55.0,Fail,No,C,Yes,,No,C,Yes,C,Yes,C,Yes,A,Yes,B,Yes,Independent
22871.0,Female,,Other,Neither parent with A-level,,,0.5367011332895134,5+ A*-C,68.0,Fail,No,A,Yes,,No,B,Yes,B,Yes,,No,A*,Yes,B,Yes,Independent
22905.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,77.0,Fail,No,A*,Yes,,No,,No,,No,A,Yes,A,Yes,A,Yes,Independent
22913.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,57.0,Fail,No,D,Yes,,No,C,Yes,,No,C,Yes,B,Yes,B,Yes,Independent
22996.0,Male,Other Asian (inc Chinese),Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.0975123081624334,5+ A*-C,41.0,D,Yes,D,Yes,C,Yes,,No,,No,,No,C,Yes,C,Yes,Independent
23010.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,54.0,B,Yes,A,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Independent
23028.0,Male,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,1.0975123081624334,5+ A*-C,40.0,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Independent
23044.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,68.0,A*,Yes,A*,Yes,A,Yes,,No,,No,,No,A*,Yes,A,Yes,Independent
23051.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,55.0,B,Yes,B,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
23069.0,Male,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,55.0,C,Yes,B,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Independent
23077.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,58.0,A,Yes,B,Yes,,No,,No,,No,,No,B,Yes,B,Yes,Independent
23085.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,1.0975123081624334,5+ A*-C,40.0,C,Yes,,No,C,Yes,,No,,No,,No,D,Yes,C,Yes,Independent
23127.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,55.0,B,Yes,B,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
23168.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,59.0,Fail,No,,No,,No,B,Yes,A,Yes,B,Yes,B,Yes,A,Yes,Independent
23176.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,65.0,Fail,No,A,Yes,A,Yes,C,Yes,B,Yes,B,Yes,A*,Yes,A,Yes,Independent
23184.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,59.0,C,Yes,B,Yes,B,Yes,,No,,No,,No,B,Yes,A,Yes,Independent
23192.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,57.0,Fail,No,C,Yes,B,Yes,C,Yes,C,Yes,B,Yes,B,Yes,A,Yes,Independent
23200.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,,0.5367011332895134,5+ A*-C,54.0,Fail,No,C,Yes,,No,A,Yes,B,Yes,B,Yes,B,Yes,B,Yes,Independent
23218.0,Female,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5367011332895134,5+ A*-C,71.0,A,Yes,A*,Yes,A,Yes,,No,,No,,No,B,Yes,A,Yes,Independent
23226.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.9432999358681683,5+ A*-C,42.0,C,Yes,D,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Independent
23234.0,Female,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,79.0,A*,Yes,A*,Yes,A*,Yes,,No,,No,,No,A*,Yes,A*,Yes,Independent
23267.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,1.0975123081624334,5+ A*-C,47.5,C,Yes,,No,,No,,No,,No,,No,D,Yes,C,Yes,Independent
23275.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,66.5,A,Yes,A*,Yes,,No,,No,,No,,No,A,Yes,A,Yes,Independent
23283.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,2.375138960073481,1-4 A*-C,31.5,Fail,No,,No,Fail,Yes,E,Yes,E,Yes,,No,D,Yes,C,Yes,Independent
23291.0,Male,White,Intermediate occupations,At least one parent with degree,Expelled,Occasional truancy,0.5518466890003333,5+ A*-C,66.0,Fail,No,,No,,No,A,Yes,A,Yes,A,Yes,A,Yes,A,Yes,Independent
23309.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,51.0,C,Yes,,No,D,Yes,,No,,No,,No,C,Yes,B,Yes,Independent
23317.0,Female,Indian,Semi routine and routine occupations,Neither parent with A-level,Not excluded,No truancy,0.9432999358681683,5+ A*-C,56.0,D,Yes,,No,B,Yes,,No,,No,,No,D,Yes,B,Yes,Independent
23341.0,Female,Indian,Other,Neither parent with A-level,Not excluded,No truancy,0.9432999358681683,5+ A*-C,45.0,D,Yes,,No,C,Yes,,No,,No,,No,D,Yes,C,Yes,Independent
23358.0,Male,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,0.5518466890003333,5+ A*-C,45.0,B,Yes,C,Yes,,No,,No,,No,,No,C,Yes,C,Yes,Independent
23366.0,Female,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,2.2260242776145045,1-4 A*-C,45.0,C,Yes,D,Yes,,No,,No,,No,,No,D,Yes,D,Yes,Independent
23374.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.5367011332895134,5+ A*-C,57.5,B,Yes,B,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Independent
23390.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.5367011332895134,5+ A*-C,51.5,C,Yes,C,Yes,,No,,No,,No,,No,C,Yes,B,Yes,Independent
23424.0,Male,White,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,1.0975123081624334,5+ A*-C,42.0,Fail,No,C,Yes,,No,,No,,No,,No,D,Yes,B,Yes,Independent
23432.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,1.0975123081624334,5+ A*-C,43.0,D,Yes,,No,,No,,No,,No,,No,E,Yes,D,Yes,Independent
23440.0,Male,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,Occasional truancy,0.5518466890003333,5+ A*-C,58.0,B,Yes,B,Yes,,No,,No,,No,,No,C,Yes,A,Yes,Independent
23473.0,Male,White,Intermediate occupations,At least one parent with degree,Not excluded,No truancy,0.5518466890003333,5+ A*-C,68.5,Fail,No,A,Yes,,No,A,Yes,A,Yes,,No,A,Yes,A,Yes,Independent
23507.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.6853829473990994,5+ A*-C,54.0,C,Yes,C,Yes,C,Yes,,No,,No,,No,B,Yes,A,Yes,Independent
23515.0,Male,White,Lower professional and higher technical occupations,At least one parent with degree,Not excluded,No truancy,0.6853829473990994,5+ A*-C,74.0,A,Yes,A,Yes,A*,Yes,,No,,No,,No,B,Yes,A*,Yes,Independent
23531.0,Male,Other ethnic group(inc mixed),Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.6853829473990994,5+ A*-C,59.0,A,Yes,C,Yes,,No,,No,,No,,No,A,Yes,B,Yes,Independent
23549.0,Male,White,Large employers and higher professionals,Neither parent with A-level,Not excluded,No truancy,0.6853829473990994,5+ A*-C,62.0,A,Yes,A,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
23556.0,Male,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.6853829473990994,5+ A*-C,70.0,A*,Yes,A*,Yes,,No,,No,,No,,No,A*,Yes,A,Yes,Independent
23606.0,Female,Other Asian (inc Chinese),Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5461637805027402,5+ A*-C,78.0,Fail,No,,No,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A,Yes,Independent
23614.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,Occasional truancy,0.5461637805027402,5+ A*-C,77.0,Fail,No,A*,Yes,,No,A*,Yes,A*,Yes,A*,Yes,A*,Yes,A,Yes,Independent
23622.0,Female,White,Intermediate occupations,At least one parent with A-level,Not excluded,No truancy,2.2260242776145045,1-4 A*-C,47.5,D,Yes,,No,,No,,No,,No,,No,E,Yes,B,Yes,Independent
23630.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5461637805027402,5+ A*-C,56.0,C,Yes,B,Yes,,No,,No,,No,,No,B,Yes,A,Yes,Independent
23648.0,Female,White,Large employers and higher professionals,At least one parent with A-level,Not excluded,No truancy,0.5461637805027402,5+ A*-C,63.0,Fail,No,A,Yes,,No,A*,Yes,A*,Yes,,No,A,Yes,B,Yes,Independent
23655.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5461637805027402,5+ A*-C,67.0,Fail,No,A,Yes,,No,A*,Yes,A*,Yes,,No,A*,Yes,A,Yes,Independent
23671.0,Female,Indian,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5461637805027402,5+ A*-C,56.0,B,Yes,,No,A,Yes,,No,,No,,No,B,Yes,A,Yes,Independent
23697.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5461637805027402,5+ A*-C,69.0,Fail,No,,No,,No,A*,Yes,A*,Yes,,No,A*,Yes,A,Yes,Independent
23705.0,Female,Indian,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.5461637805027402,5+ A*-C,59.0,B,Yes,,No,,No,,No,,No,,No,B,Yes,B,Yes,Independent
23713.0,Male,Pakistani,Intermediate occupations,Neither parent with A-level,Not excluded,No truancy,0.6853829473990994,5+ A*-C,51.0,Fail,No,C,Yes,,No,C,Yes,B,Yes,B,Yes,B,Yes,C,Yes,Independent
23721.0,Female,White,Lower professional and higher technical occupations,Neither parent with A-level,Not excluded,No truancy,0.5461637805027402,5+ A*-C,61.0,C,Yes,B,Yes,A,Yes,,No,,No,,No,A,Yes,B,Yes,Independent
23762.0,Female,White,Lower professional and higher technical occupations,At least one parent with A-level,Not excluded,No truancy,0.9432999358681683,5+ A*-C,43.5,Fail,No,,No,,No,,No,C,Yes,C,Yes,C,Yes,D,Yes,Independent
23770.0,Female,White,Large employers and higher professionals,At least one parent with degree,Not excluded,No truancy,0.5461637805027402,5+ A*-C,62.0,Fail,No,A,Yes,,No,,No,C,Yes,,No,B,Yes,B,Yes,Independent
